platform,owner,repo,id,created,updated,default_branch,#stars,#forks,size,license,main_language,language_distribution,#commits,#branches,#contributors
GitLab,venomlinux/ports,multilib,53542405,2024-01-04T04:36:31.075Z,2025-05-08T10:02:52.106Z,main,0,3.0,1858690.0,,Shell,"{""Shell"": {""size"": 6158, ""percentage"": ""100.00""}}",1305.0,1.0,6.0
GitLab,carsharing-backend,car-check,68455912,2025-03-28T07:57:21.798Z,2025-05-08T10:23:56.740Z,main,0,0.0,292982.0,,C#,"{""C#"": {""size"": 171466, ""percentage"": ""100.00""}}",9.0,1.0,1.0
GitLab,castdoc,extensions,52090780,2023-11-11T16:11:01.946Z,2025-05-08T11:42:43.430Z,main,2,0.0,207499305.0,,HTML,"{""SCSS"": {""size"": 6049, ""percentage"": ""19.04""}, ""Shell"": {""size"": 11065, ""percentage"": ""34.83""}, ""HTML"": {""size"": 14652, ""percentage"": ""46.12""}}",4435.0,25.0,45.0
GitLab,mytcyxy,xjlong8,52336663,2023-11-20T08:36:18.373Z,2025-05-08T08:35:39.981Z,main,0,0.0,31919.0,,,,22.0,1.0,1.0
GitLab,halovfx,vfx,37484317,2022-07-01T08:51:01.348Z,2025-05-08T12:35:28.818Z,main,3,1.0,20300718.0,Apache-2.0,TypeScript,"{""Dockerfile"": {""size"": 1186, ""percentage"": ""0.02""}, ""TypeScript"": {""size"": 5744747, ""percentage"": ""95.23""}, ""JavaScript"": {""size"": 10658, ""percentage"": ""0.18""}, ""CSS"": {""size"": 218818, ""percentage"": ""3.63""}, ""SCSS"": {""size"": 6437, ""percentage"": ""0.11""}, ""Smarty"": {""size"": 131, ""percentage"": ""0.00""}, ""HCL"": {""size"": 50594, ""percentage"": ""0.84""}}",7647.0,63.0,24.0
GitLab,mllw,angle,19905849,2020-07-12T08:44:55.582Z,2025-05-08T11:41:31.926Z,master,1,1.0,69878984.0,NOASSERTION,C++,"{""Makefile"": {""size"": 144, ""percentage"": ""0.00""}, ""Python"": {""size"": 1004761, ""percentage"": ""2.07""}, ""Jinja"": {""size"": 3559, ""percentage"": ""0.01""}, ""C"": {""size"": 3159866, ""percentage"": ""6.51""}, ""C++"": {""size"": 42352656, ""percentage"": ""87.21""}, ""Starlark"": {""size"": 13685, ""percentage"": ""0.03""}, ""Shell"": {""size"": 5904, ""percentage"": ""0.01""}, ""Batchfile"": {""size"": 26020, ""percentage"": ""0.05""}, ""JavaScript"": {""size"": 2714, ""percentage"": ""0.01""}, ""Java"": {""size"": 43220, ""percentage"": ""0.09""}, ""NASL"": {""size"": 186381, ""percentage"": ""0.38""}, ""Objective-C"": {""size"": 223935, ""percentage"": ""0.46""}, ""Objective-C++"": {""size"": 1234376, ""percentage"": ""2.54""}, ""Lex"": {""size"": 46051, ""percentage"": ""0.09""}, ""Yacc"": {""size"": 66682, ""percentage"": ""0.14""}, ""HLSL"": {""size"": 63604, ""percentage"": ""0.13""}, ""PostScript"": {""size"": 1753, ""percentage"": ""0.00""}, ""GLSL"": {""size"": 15839, ""percentage"": ""0.03""}, ""Metal"": {""size"": 113114, ""percentage"": ""0.23""}}",17225.0,5179.0,511.0
GitLab,sylva-projects/sylva-elements/container-images,sylva-toolbox,44301084,2023-03-14T11:28:16.730Z,2025-05-08T06:20:57.309Z,main,0,3.0,58918.0,,Dockerfile,"{""Dockerfile"": {""size"": 6387, ""percentage"": ""71.34""}, ""Shell"": {""size"": 2566, ""percentage"": ""28.66""}}",737.0,27.0,29.0
GitLab,ska-telescope,ska-mid-dish-steering-control,61256316,2024-08-29T16:25:40.874Z,2025-05-08T10:17:58.730Z,main,2,0.0,472277.0,BSD-3-Clause,Python,"{""Makefile"": {""size"": 2504, ""percentage"": ""1.52""}, ""Python"": {""size"": 161886, ""percentage"": ""98.48""}}",376.0,3.0,11.0
GitLab,alleles,ella-anno,14594184,2019-10-01T13:15:38.147Z,2025-05-08T08:47:17.337Z,dev,7,0.0,1169595.0,GPL-3.0,Python,"{""Dockerfile"": {""size"": 6971, ""percentage"": ""2.05""}, ""Makefile"": {""size"": 19724, ""percentage"": ""5.80""}, ""Shell"": {""size"": 52628, ""percentage"": ""15.48""}, ""Python"": {""size"": 253928, ""percentage"": ""74.71""}, ""Perl"": {""size"": 6636, ""percentage"": ""1.95""}}",985.0,17.0,23.0
GitLab,lepz0r,lunarcygnet,58879416,2024-06-14T21:07:42.452Z,2025-05-08T13:36:12.698Z,main,0,0.0,63347.0,MIT,Shell,"{""Shell"": {""size"": 7112, ""percentage"": ""100.00""}}",46.0,1.0,2.0
GitLab,sebastix-group/drupal,drpl.commerce.sebastix.dev,51800956,2023-11-01T19:03:41.577Z,2025-05-08T04:46:47.504Z,develop,0,0.0,1520644.0,,PHP,"{""PHP"": {""size"": 42103, ""percentage"": ""100.00""}}",35.0,144.0,3.0
GitLab,recommend.games,spiel-des-jahres,58356202,2024-05-30T20:38:08.303Z,2025-05-08T05:21:44.294Z,main,1,0.0,466472.0,MIT,Python,"{""Python"": {""size"": 15956, ""percentage"": ""100.00""}}",66.0,3.0,3.0
GitLab,safewords1,keys,54396648,2024-01-30T15:14:05.932Z,2025-05-08T10:46:33.529Z,main,0,0.0,33189.0,,,,250.0,1.0,1.0
GitLab,hlhd,dots,22722411,2020-11-26T19:37:48.491Z,2025-05-08T13:00:41.602Z,main,0,0.0,78133.0,MIT,Shell,"{""Emacs Lisp"": {""size"": 65, ""percentage"": ""0.42""}, ""CSS"": {""size"": 101, ""percentage"": ""0.65""}, ""Shell"": {""size"": 15380, ""percentage"": ""98.93""}}",131.0,2.0,4.0
GitLab,aparcar-openwrt/feed,packages,20147185,2020-07-25T02:36:28.448Z,2025-05-08T06:36:49.134Z,master,0,2.0,69085307.0,GPL-2.0,Makefile,"{""Makefile"": {""size"": 3583678, ""percentage"": ""54.22""}, ""Shell"": {""size"": 2130925, ""percentage"": ""32.24""}, ""C"": {""size"": 519114, ""percentage"": ""7.85""}, ""Lua"": {""size"": 86823, ""percentage"": ""1.31""}, ""Perl"": {""size"": 8822, ""percentage"": ""0.13""}, ""Python"": {""size"": 2476, ""percentage"": ""0.04""}, ""Ruby"": {""size"": 9165, ""percentage"": ""0.14""}, ""M4"": {""size"": 1262, ""percentage"": ""0.02""}, ""Vala"": {""size"": 62251, ""percentage"": ""0.94""}, ""CSS"": {""size"": 768, ""percentage"": ""0.01""}, ""Smarty"": {""size"": 1796, ""percentage"": ""0.03""}, ""CMake"": {""size"": 5781, ""percentage"": ""0.09""}, ""C++"": {""size"": 121834, ""percentage"": ""1.84""}, ""UnrealScript"": {""size"": 62899, ""percentage"": ""0.95""}, ""Awk"": {""size"": 8276, ""percentage"": ""0.13""}, ""Pawn"": {""size"": 544, ""percentage"": ""0.01""}, ""Go"": {""size"": 2273, ""percentage"": ""0.03""}, ""Vim Script"": {""size"": 572, ""percentage"": ""0.01""}}",33759.0,25.0,1234.0
GitLab,monkey265,diplomova-prace,59071639,2024-06-20T08:46:21.284Z,2025-05-08T12:05:38.539Z,main,0,0.0,124903036.0,,Verilog,"{""VHDL"": {""size"": 309291, ""percentage"": ""6.32""}, ""Python"": {""size"": 23627, ""percentage"": ""0.48""}, ""C"": {""size"": 10849, ""percentage"": ""0.22""}, ""Shell"": {""size"": 15531, ""percentage"": ""0.32""}, ""Tcl"": {""size"": 2681, ""percentage"": ""0.05""}, ""Verilog"": {""size"": 4434305, ""percentage"": ""90.59""}, ""Stata"": {""size"": 98773, ""percentage"": ""2.02""}}",511.0,1.0,6.0
GitLab,lnavort425,pr1dawt,62761140,2024-10-18T09:08:39.787Z,2025-05-08T08:41:43.835Z,main,0,0.0,15971388.0,NOASSERTION,Java,"{""Java"": {""size"": 1160472, ""percentage"": ""100.00""}}",230.0,1.0,5.0
GitLab,saloncode,neovim-config-deleted-69113726,69113726,2025-04-19T11:51:13.309Z,2025-05-08T10:19:14.459Z,master,0,0.0,50446.0,,Lua,"{""Vim Script"": {""size"": 19, ""percentage"": ""0.14""}, ""Lua"": {""size"": 13646, ""percentage"": ""99.86""}}",1.0,1.0,1.0
GitLab,eurocc-latvia,culvert-model,56297877,2024-03-28T15:23:13.691Z,2025-05-08T12:10:47.798Z,main,0,0.0,2522806.0,,C++,"{""C++"": {""size"": 413189, ""percentage"": ""84.54""}, ""Shell"": {""size"": 6664, ""percentage"": ""1.36""}, ""OpenSCAD"": {""size"": 77, ""percentage"": ""0.02""}, ""Python"": {""size"": 68815, ""percentage"": ""14.08""}}",16.0,1.0,2.0
GitLab,eurosfordocs,ts-v2,45914981,2023-05-10T17:51:54.750Z,2025-05-08T09:18:22.411Z,main,2,0.0,31643794.0,AGPL-3.0,Python,"{""Dockerfile"": {""size"": 684, ""percentage"": ""0.25""}, ""Makefile"": {""size"": 916, ""percentage"": ""0.33""}, ""Shell"": {""size"": 3137, ""percentage"": ""1.14""}, ""TypeScript"": {""size"": 95202, ""percentage"": ""34.71""}, ""CSS"": {""size"": 596, ""percentage"": ""0.22""}, ""Python"": {""size"": 173742, ""percentage"": ""63.35""}}",544.0,14.0,9.0
GitLab,madodora/master-data,jp,68686060,2025-04-05T05:24:38.631Z,2025-05-08T12:05:30.863Z,main,0,0.0,25391737.0,,,,334.0,1.0,2.0
GitLab,openagentplatform,Dive,69218349,2025-04-23T10:28:11.490Z,2025-05-08T03:33:47.393Z,main,1,1.0,30293635.0,MIT,TypeScript,"{""Dockerfile"": {""size"": 262, ""percentage"": ""0.04""}, ""TypeScript"": {""size"": 451453, ""percentage"": ""76.82""}, ""JavaScript"": {""size"": 15081, ""percentage"": ""2.57""}, ""HTML"": {""size"": 356, ""percentage"": ""0.06""}, ""Shell"": {""size"": 305, ""percentage"": ""0.05""}, ""CSS"": {""size"": 1041, ""percentage"": ""0.18""}, ""SCSS"": {""size"": 119203, ""percentage"": ""20.28""}}",796.0,1.0,14.0
GitLab,hylleraasplatform,hylleraas-interfaces,38724973,2022-08-19T12:33:14.267Z,2025-05-08T12:30:30.867Z,main,2,5.0,91002132.0,MIT,Python,"{""Python"": {""size"": 656544, ""percentage"": ""100.00""}}",670.0,25.0,16.0
GitLab,selenium-sso-user-crowdin,github-project,3876054,2017-08-08T09:21:17.254Z,2025-05-08T11:19:25.085Z,master,0,0.0,57812.0,,,,51.0,46.0,2.0
GitLab,hodgef,simple-keyboard-layouts,22318797,2020-11-09T01:38:05.822Z,2025-05-08T08:46:30.994Z,master,0,0.0,6195054.0,MIT,JavaScript,"{""JavaScript"": {""size"": 788672, ""percentage"": ""69.32""}, ""TypeScript"": {""size"": 347662, ""percentage"": ""30.56""}, ""CSS"": {""size"": 1410, ""percentage"": ""0.12""}}",7009.0,3.0,37.0
GitLab,Aethor,The_BroKant,1060110,2016-04-11T13:39:22.715Z,2025-05-08T08:32:51.894Z,master,0,0.0,308439.0,,Vim Script,"{""Vim Script"": {""size"": 17848, ""percentage"": ""48.59""}, ""Shell"": {""size"": 13039, ""percentage"": ""35.49""}, ""CSS"": {""size"": 837, ""percentage"": ""2.28""}, ""Emacs Lisp"": {""size"": 3762, ""percentage"": ""10.24""}, ""YASnippet"": {""size"": 213, ""percentage"": ""0.58""}, ""Perl"": {""size"": 1036, ""percentage"": ""2.82""}}",453.0,1.0,6.0
GitLab,liguros,liguros-repo,19512158,2020-06-21T21:34:17.812Z,2025-05-08T06:58:07.704Z,develop,0,4.0,320403785.0,,,,4577.0,2.0,4.0
GitLab,celenityy,Dove,66829593,2025-02-05T10:18:38.998Z,2025-05-08T08:19:16.552Z,pages,1,0.0,2684168.0,GPL-3.0,JavaScript,"{""Shell"": {""size"": 38506, ""percentage"": ""11.34""}, ""Python"": {""size"": 2301, ""percentage"": ""0.68""}, ""Nix"": {""size"": 4468, ""percentage"": ""1.32""}, ""JavaScript"": {""size"": 294333, ""percentage"": ""86.67""}}",423.0,2.0,6.0
GitLab,charlow27,portfolio,69087438,2025-04-18T09:06:44.895Z,2025-05-08T12:38:58.633Z,main,0,0.0,4678550.0,,HTML,"{""HTML"": {""size"": 6978, ""percentage"": ""73.08""}, ""CSS"": {""size"": 2432, ""percentage"": ""25.47""}, ""JavaScript"": {""size"": 138, ""percentage"": ""1.45""}}",16.0,1.0,2.0
GitLab,Orange-OpenSource/k8s-tz/applications,metallb,62494704,2024-10-11T13:30:25.109Z,2025-05-08T07:46:08.739Z,main,0,3.0,115081.0,,,,374.0,1.0,9.0
GitLab,quaasteniet,umami,24122281,2021-02-03T10:37:07.522Z,2025-05-08T06:40:38.754Z,master,0,0.0,7662836.0,MIT,TypeScript,"{""Shell"": {""size"": 302, ""percentage"": ""0.03""}, ""Dockerfile"": {""size"": 1743, ""percentage"": ""0.19""}, ""TypeScript"": {""size"": 825023, ""percentage"": ""91.35""}, ""JavaScript"": {""size"": 29099, ""percentage"": ""3.22""}, ""CSS"": {""size"": 46937, ""percentage"": ""5.20""}}",4886.0,142.0,340.0
GitLab,grovely/vendor/github.com/istio,istio,12782353,2019-06-10T10:45:13.987Z,2025-05-08T11:47:52.544Z,master,1,1.0,38828148.0,Apache-2.0,Go,"{""Makefile"": {""size"": 51669, ""percentage"": ""0.34""}, ""Shell"": {""size"": 125304, ""percentage"": ""0.82""}, ""Python"": {""size"": 12110, ""percentage"": ""0.08""}, ""Go"": {""size"": 14938191, ""percentage"": ""97.98""}, ""Jsonnet"": {""size"": 32162, ""percentage"": ""0.21""}, ""Smarty"": {""size"": 8809, ""percentage"": ""0.06""}, ""CSS"": {""size"": 47647, ""percentage"": ""0.31""}, ""JavaScript"": {""size"": 13, ""percentage"": ""0.00""}, ""HTML"": {""size"": 28430, ""percentage"": ""0.19""}, ""Dockerfile"": {""size"": 1273, ""percentage"": ""0.01""}, ""Java"": {""size"": 1080, ""percentage"": ""0.01""}}",24926.0,1017.0,1232.0
GitLab,ethima,semantic-release-configuration,40822399,2022-11-06T22:18:58.343Z,2025-05-08T04:29:58.721Z,main,0,0.0,112925.0,MIT,JavaScript,"{""JavaScript"": {""size"": 26641, ""percentage"": ""100.00""}}",370.0,1.0,3.0
GitLab,dukeaiml/ids721-spring2025,chad-ip2,68218925,2025-03-21T00:21:59.671Z,2025-05-08T13:04:34.543Z,main,0,0.0,7352811.0,CC0-1.0,Rust,"{""Dockerfile"": {""size"": 776, ""percentage"": ""8.33""}, ""Makefile"": {""size"": 517, ""percentage"": ""5.55""}, ""Rust"": {""size"": 6696, ""percentage"": ""71.91""}, ""HTML"": {""size"": 1322, ""percentage"": ""14.20""}}",54.0,2.0,3.0
GitLab,anime-automatisation,mangaviewer,65460293,2024-12-17T01:22:14.279Z,2025-05-08T10:11:45.981Z,main,0,0.0,57938.0,,Kotlin,"{""Dockerfile"": {""size"": 232, ""percentage"": ""2.26""}, ""Kotlin"": {""size"": 5426, ""percentage"": ""52.91""}, ""JavaScript"": {""size"": 3196, ""percentage"": ""31.17""}, ""HTML"": {""size"": 347, ""percentage"": ""3.38""}, ""CSS"": {""size"": 1054, ""percentage"": ""10.28""}}",123.0,2.0,4.0
GitLab,rluna-database/nosql/mongodb,mongo,10552119,2019-01-26T20:52:49.959Z,2025-05-08T13:27:40.323Z,master,3,10.0,780175865.0,NOASSERTION,C++,"{""GDB"": {""size"": 565, ""percentage"": ""0.00""}, ""Starlark"": {""size"": 1977110, ""percentage"": ""1.42""}, ""Python"": {""size"": 4757035, ""percentage"": ""3.42""}, ""Shell"": {""size"": 231762, ""percentage"": ""0.17""}, ""Smarty"": {""size"": 7025, ""percentage"": ""0.01""}, ""Dockerfile"": {""size"": 6136, ""percentage"": ""0.00""}, ""C++"": {""size"": 97600143, ""percentage"": ""70.15""}, ""JavaScript"": {""size"": 32640896, ""percentage"": ""23.46""}, ""C"": {""size"": 1710844, ""percentage"": ""1.23""}, ""Rich Text Format"": {""size"": 31575, ""percentage"": ""0.02""}, ""Batchfile"": {""size"": 3933, ""percentage"": ""0.00""}, ""Tree-sitter Query"": {""size"": 2644, ""percentage"": ""0.00""}, ""Linker Script"": {""size"": 96, ""percentage"": ""0.00""}, ""PowerShell"": {""size"": 1558, ""percentage"": ""0.00""}, ""TLA"": {""size"": 152071, ""percentage"": ""0.11""}}",88862.0,197.0,1144.0
GitLab,gitlab-org,gitlab-runner,250833,2015-04-27T21:10:25.322Z,2025-05-08T13:43:04.810Z,main,2442,2400.0,13590680.0,MIT,Go,"{""Ruby"": {""size"": 2717, ""percentage"": ""0.07""}, ""Makefile"": {""size"": 25613, ""percentage"": ""0.67""}, ""Procfile"": {""size"": 64, ""percentage"": ""0.00""}, ""Go"": {""size"": 3774712, ""percentage"": ""98.10""}, ""Shell"": {""size"": 31579, ""percentage"": ""0.82""}, ""PowerShell"": {""size"": 4291, ""percentage"": ""0.11""}, ""Dockerfile"": {""size"": 1053, ""percentage"": ""0.03""}, ""HCL"": {""size"": 6882, ""percentage"": ""0.18""}, ""Smarty"": {""size"": 1048, ""percentage"": ""0.03""}}",12978.0,892.0,946.0
GitLab,Orange-OpenSource/k8s-tz/upstream/dashboards,alloy,66175906,2025-01-15T13:18:00.742Z,2025-05-08T01:35:25.675Z,main,0,0.0,319716.0,,Jsonnet,"{""Python"": {""size"": 4303, ""percentage"": ""4.13""}, ""Shell"": {""size"": 1183, ""percentage"": ""1.14""}, ""Jsonnet"": {""size"": 98615, ""percentage"": ""94.73""}}",476.0,1.0,4.0
GitLab,josephstanley56,cypress,25629399,2021-04-04T03:47:15.261Z,2025-05-08T13:31:13.927Z,develop,1,2.0,151188729.0,MIT,TypeScript,"{""JavaScript"": {""size"": 8312407, ""percentage"": ""43.33""}, ""Shell"": {""size"": 7206, ""percentage"": ""0.04""}, ""HTML"": {""size"": 491110, ""percentage"": ""2.56""}, ""TypeScript"": {""size"": 9433969, ""percentage"": ""49.18""}, ""CSS"": {""size"": 22682, ""percentage"": ""0.12""}, ""Vue"": {""size"": 827202, ""percentage"": ""4.31""}, ""SCSS"": {""size"": 81860, ""percentage"": ""0.43""}, ""EJS"": {""size"": 970, ""percentage"": ""0.01""}, ""CoffeeScript"": {""size"": 1829, ""percentage"": ""0.01""}, ""Svelte"": {""size"": 2786, ""percentage"": ""0.01""}}",21455.0,6395.0,567.0
GitLab,DPIPE/docs,docs-store,34275343,2022-03-07T12:15:12.262Z,2025-05-08T09:49:46.783Z,main,3,0.0,4543148.0,,,,1182.0,25.0,23.0
GitLab,Orange-OpenSource/k8s-tz/applications,kubernetes-reboot-daemon,62494720,2024-10-11T13:31:03.769Z,2025-05-08T07:45:17.679Z,main,0,1.0,996703.0,,,,338.0,6.0,10.0
GitLab,ubports/docs,docs.ubports.com,65846792,2025-01-03T18:14:37.470Z,2025-05-08T12:16:50.360Z,master,1,5.0,34824574.0,,HTML,"{""Makefile"": {""size"": 611, ""percentage"": ""1.80""}, ""CSS"": {""size"": 5272, ""percentage"": ""15.56""}, ""HTML"": {""size"": 17627, ""percentage"": ""52.02""}, ""Shell"": {""size"": 3791, ""percentage"": ""11.19""}, ""Python"": {""size"": 6581, ""percentage"": ""19.42""}}",1567.0,27.0,180.0
GitLab,samnads,mollymaid-laravel,50293171,2023-09-12T10:12:31.407Z,2025-05-08T11:49:03.028Z,main,0,0.0,250046667.0,NOASSERTION,PHP,"{""PHP"": {""size"": 15655112, ""percentage"": ""75.93""}, ""HTML"": {""size"": 210195, ""percentage"": ""1.02""}, ""CSS"": {""size"": 1133590, ""percentage"": ""5.50""}, ""Hack"": {""size"": 28383, ""percentage"": ""0.14""}, ""JavaScript"": {""size"": 3572622, ""percentage"": ""17.33""}, ""Blade"": {""size"": 18386, ""percentage"": ""0.09""}}",874.0,1.0,7.0
GitLab,rajiff,react,28005797,2021-07-09T04:30:57.642Z,2025-05-08T11:41:13.024Z,main,0,0.0,42961715.0,MIT,JavaScript,"{""JavaScript"": {""size"": 5082359, ""percentage"": ""69.33""}, ""TypeScript"": {""size"": 1989500, ""percentage"": ""27.14""}, ""Shell"": {""size"": 5073, ""percentage"": ""0.07""}, ""CSS"": {""size"": 73350, ""percentage"": ""1.00""}, ""HTML"": {""size"": 111349, ""percentage"": ""1.52""}, ""CoffeeScript"": {""size"": 18760, ""percentage"": ""0.26""}, ""Makefile"": {""size"": 189, ""percentage"": ""0.00""}, ""Python"": {""size"": 259, ""percentage"": ""0.00""}, ""C++"": {""size"": 44290, ""percentage"": ""0.60""}, ""C"": {""size"": 5227, ""percentage"": ""0.07""}}",20360.0,1626.0,1969.0
GitLab,rluna-open-source/file-management/owncloud,client,14940022,2019-10-21T19:09:59.695Z,2025-05-08T03:57:49.067Z,master,1,0.0,14022087.0,GPL-2.0,C++,"{""Starlark"": {""size"": 22080, ""percentage"": ""0.61""}, ""CMake"": {""size"": 90897, ""percentage"": ""2.50""}, ""Shell"": {""size"": 8846, ""percentage"": ""0.24""}, ""Python"": {""size"": 213008, ""percentage"": ""5.87""}, ""Objective-C"": {""size"": 16799, ""percentage"": ""0.46""}, ""C++"": {""size"": 3066394, ""percentage"": ""84.46""}, ""C"": {""size"": 21672, ""percentage"": ""0.60""}, ""Objective-C++"": {""size"": 43346, ""percentage"": ""1.19""}, ""QML"": {""size"": 43486, ""percentage"": ""1.20""}, ""Makefile"": {""size"": 757, ""percentage"": ""0.02""}, ""Gherkin"": {""size"": 101070, ""percentage"": ""2.78""}, ""JavaScript"": {""size"": 1984, ""percentage"": ""0.05""}, ""QMake"": {""size"": 454, ""percentage"": ""0.01""}}",17918.0,2388.0,208.0
GitLab,ska-telescope/sdp,ska-sdp-proccontrol,21141338,2020-09-15T08:01:40.926Z,2025-05-08T13:15:53.117Z,master,2,0.0,331197.0,BSD-3-Clause,Python,"{""Dockerfile"": {""size"": 326, ""percentage"": ""0.56""}, ""Makefile"": {""size"": 237, ""percentage"": ""0.41""}, ""Python"": {""size"": 57593, ""percentage"": ""99.03""}}",469.0,10.0,25.0
GitLab,psono,psono-doc,3953256,2017-08-19T10:20:21.129Z,2025-05-08T07:25:45.575Z,master,4,28.0,62027223.0,NOASSERTION,RAML,"{""RAML"": {""size"": 71515, ""percentage"": ""93.32""}, ""Shell"": {""size"": 298, ""percentage"": ""0.39""}, ""JavaScript"": {""size"": 4825, ""percentage"": ""6.30""}}",1195.0,3.0,51.0
GitLab,vitaly-zdanevich-styles,evernote,55011659,2024-02-16T13:57:57.023Z,2025-05-08T04:23:13.476Z,main,0,0.0,488271.0,Apache-2.0,CSS,"{""CSS"": {""size"": 3789, ""percentage"": ""100.00""}}",37.0,1.0,1.0
GitLab,Chamal1120,dotfiles,60934162,2024-08-18T10:52:23.282Z,2025-05-08T06:40:58.637Z,main,0,0.0,36960674.0,MIT,Lua,"{""GLSL"": {""size"": 5668, ""percentage"": ""14.77""}, ""Lua"": {""size"": 16494, ""percentage"": ""42.98""}, ""Scheme"": {""size"": 8556, ""percentage"": ""22.29""}, ""Shell"": {""size"": 5816, ""percentage"": ""15.15""}, ""CSS"": {""size"": 1845, ""percentage"": ""4.81""}}",203.0,2.0,3.0
GitLab,flywheel-io/public,ohif-viewer,14305954,2019-09-14T14:35:01.342Z,2025-05-08T13:29:01.167Z,master,6,5.0,16660834.0,MIT,JavaScript,"{""Shell"": {""size"": 8117, ""percentage"": ""0.16""}, ""Dockerfile"": {""size"": 1962, ""percentage"": ""0.04""}, ""HTML"": {""size"": 23742, ""percentage"": ""0.46""}, ""JavaScript"": {""size"": 4973927, ""percentage"": ""95.44""}, ""Stylus"": {""size"": 126183, ""percentage"": ""2.42""}, ""CSS"": {""size"": 73036, ""percentage"": ""1.40""}, ""Python"": {""size"": 2746, ""percentage"": ""0.05""}, ""Mustache"": {""size"": 1712, ""percentage"": ""0.03""}}",10323.0,205.0,213.0
GitLab,hoangit275,mobile,66881063,2025-02-06T18:30:14.587Z,2025-05-08T10:22:11.760Z,main,0,0.0,35245.0,NOASSERTION,,,1.0,7.0,4.0
GitLab,tigefa,predis2,1434345,2016-07-22T23:48:11.058Z,2025-05-08T13:07:55.115Z,v1.1,0,0.0,2272042.0,MIT,PHP,"{""PHP"": {""size"": 1686828, ""percentage"": ""100.00""}}",2024.0,80.0,130.0
GitLab,demo-bilal,flutter-webrtc-deleted-45976197,45976197,2023-05-12T15:14:34.979Z,2025-05-08T08:54:33.490Z,main,0,0.0,225904.0,,Dart,"{""Kotlin"": {""size"": 122, ""percentage"": ""0.64""}, ""Ruby"": {""size"": 1355, ""percentage"": ""7.12""}, ""Swift"": {""size"": 404, ""percentage"": ""2.12""}, ""Objective-C"": {""size"": 38, ""percentage"": ""0.20""}, ""Dart"": {""size"": 17124, ""percentage"": ""89.92""}}",2.0,1.0,2.0
GitLab,automotivegradelinux/AGL,meta-agl,21015269,2020-09-08T21:18:31.800Z,2025-05-08T06:56:01.839Z,master,1,3.0,1435849.0,NOASSERTION,BitBake,"{""BitBake"": {""size"": 231439, ""percentage"": ""77.45""}, ""Pascal"": {""size"": 1230, ""percentage"": ""0.41""}, ""Shell"": {""size"": 60261, ""percentage"": ""20.17""}, ""Python"": {""size"": 4656, ""percentage"": ""1.56""}, ""Lua"": {""size"": 1247, ""percentage"": ""0.42""}}",2616.0,115.0,140.0
GitLab,mytcyxy,xjtgdd,52335822,2023-11-20T08:15:12.403Z,2025-05-08T08:27:21.213Z,main,0,0.0,31915.0,,,,23.0,1.0,1.0
GitLab,stagingcodacytestuser,createpr,60881539,2024-08-15T14:41:57.758Z,2025-05-08T02:35:17.859Z,main,0,0.0,35337.0,NOASSERTION,,,1.0,1.0,1.0
GitLab,mpiedrav,mpiedrav,66919150,2025-02-07T22:36:45.295Z,2025-05-08T12:27:16.870Z,main,1,0.0,20301214.0,,HTML,"{""Makefile"": {""size"": 83368, ""percentage"": ""12.01""}, ""C"": {""size"": 102863, ""percentage"": ""14.81""}, ""Shell"": {""size"": 3272, ""percentage"": ""0.47""}, ""TeX"": {""size"": 74884, ""percentage"": ""10.78""}, ""Emacs Lisp"": {""size"": 704, ""percentage"": ""0.10""}, ""GDB"": {""size"": 149, ""percentage"": ""0.02""}, ""Vim Script"": {""size"": 157, ""percentage"": ""0.02""}, ""C++"": {""size"": 11627, ""percentage"": ""1.67""}, ""Pascal"": {""size"": 110379, ""percentage"": ""15.89""}, ""Python"": {""size"": 32421, ""percentage"": ""4.67""}, ""Jupyter Notebook"": {""size"": 1991, ""percentage"": ""0.29""}, ""Rust"": {""size"": 103941, ""percentage"": ""14.97""}, ""HTML"": {""size"": 168678, ""percentage"": ""24.29""}}",326.0,1.0,1.0
GitLab,skilleter,thingy,3396800,2017-05-29T09:58:11.405Z,2025-05-08T09:18:08.965Z,master,0,0.0,1087937.0,NOASSERTION,Python,"{""Dockerfile"": {""size"": 1174, ""percentage"": ""0.82""}, ""Shell"": {""size"": 51307, ""percentage"": ""35.79""}, ""Python"": {""size"": 83201, ""percentage"": ""58.03""}, ""M4"": {""size"": 7690, ""percentage"": ""5.36""}}",1901.0,28.0,1.0
GitLab,sirenia,goenv,1751389,2016-09-28T17:08:55.718Z,2025-05-08T07:40:52.429Z,multi-1.23,0,0.0,38056756.0,MIT,JavaScript,"{""Dockerfile"": {""size"": 3201, ""percentage"": ""0.20""}, ""JavaScript"": {""size"": 1528122, ""percentage"": ""94.66""}, ""HTML"": {""size"": 16035, ""percentage"": ""0.99""}, ""CSS"": {""size"": 326, ""percentage"": ""0.02""}, ""Shell"": {""size"": 4798, ""percentage"": ""0.30""}, ""SCSS"": {""size"": 61905, ""percentage"": ""3.83""}}",127.0,31.0,2.0
